,word,counts,indicatesDisease
2287,root,9,False
2288,category,16,False
2289,suspicion,10,False
2290,often,9,False
2291,diminished,9,False
2292,decreased,9,False
2293,twenty,21,False
2294,mammary,18,False
2295,ex,12,False
2296,unfrozen,11,False
2297,hemorrhages,10,False
2298,dystrophic,10,False
2299,generally,9,False
2300,elements,12,False
2301,appendectomy,17,False
2302,vermiform,15,False
2303,reveais,9,False
2304,committee,15,False
2305,pushes,10,False
2306,demographics,11,False
2307,occupying,10,False
2308,fibromuscular,18,False
2309,dermis,13,False
2310,target,11,False
2311,field,11,False
2312,grading,19,False
2313,add,10,False
2314,undersigned,9,False
2315,via,11,False
2316,arranged,9,False
2317,translucent,9,False
2318,undergoing,9,False
2319,place,9,False
2320,notable,10,False
2321,virtually,9,False
2322,paracolic,9,False
2323,axillae,9,False
2324,genomic,9,False
2325,compartment,19,False
2326,limits,10,False
2327,averaging,9,False
2328,deeper,21,False
2329,pylori,9,False
2330,commission,9,False
2331,substituted,9,False
2332,utilizing,11,False
2333,pathvysion,9,False
2334,shadow,9,False
2335,cornea,12,False
2336,good,9,False
2337,genomics,14,False
2338,interior,11,False
2339,bulges,9,False
2340,enhancing,9,False
2341,cryoblock,9,False
2342,pretracheal,18,False
2343,ic,9,False
2344,gingival,9,False
2345,satellitosis,10,False
2346,labelling,13,False
2347,resulted,9,False
2348,suggesting,9,False
2349,punctate,9,False
2350,racemase,13,False
2351,dusky,9,False
2352,adrenocortical,15,False
2353,neuropathology,11,False
2354,karyotype,16,False
2355,metaphases,11,False
2356,could,10,False
2357,orchiectomy,14,False
2358,cystica,11,False
2359,growing,10,False
2360,plece,9,False
2361,bso,9,False
2362,pathol,13,False
2363,hypercellularity,9,False
2364,segmentectomy,17,False
2365,shall,9,False
2366,tha,16,False
2367,diverticulum,9,False
2368,multinucleated,9,False
2369,apc,9,False
2370,facial,9,False
2371,contact,11,False
2372,mandibulectomy,17,False
2373,hemithyroidectomy,9,False
2374,maxillectomy,15,False
2375,apoptotic,8,False
2376,heterozygosity,10,False
2377,informative,14,False
2378,dilution,9,False
2379,consolidated,8,False
2380,submitting,15,False
2381,error,15,False
2382,endometriosis,18,False
2383,synchronous,9,False
2384,scheme,14,False
2385,plane,11,False
2386,psammoma,17,False
2387,inclusion,16,False
2388,better,8,False
2389,recd,8,False
2390,tattoo,16,False
2391,incorporates,8,False
2392,inhibitor,8,False
2393,reasons,8,False
2394,variants,8,False
2395,distally,10,False
2396,intrapulmonary,10,False
2397,incidental,15,False
2398,largely,11,False
2399,req,10,False
2400,chemotherapy,11,False
2401,eg,8,False
2402,penetrate,8,False
2403,intervals,9,False
2404,fcd,8,False
2405,fifteen,19,False
2406,ventriculi,8,False
2407,perinodalis,8,False
2408,pankeratin,10,False
2409,drs,8,False
2410,exhibiting,16,False
2411,predicting,8,False
2412,advised,8,False
2413,necrotizing,11,False
2414,mci,8,False
2415,firmness,10,False
2416,best,12,False
2417,deleted,8,False
2418,decisions,8,False
2419,numbers,10,False
2420,quite,8,False
2421,angioinvasion,8,False
2422,figure,8,False
2423,descript,8,False
2424,distribution,8,False
2425,non,20,False
2426,buttock,8,False
2427,perivesicle,15,False
2428,ruo,8,False
2429,ileal,13,False
2430,mesoappendix,8,False
2431,sutured,10,False
2432,electron,8,False
2433,cholelithiasis,16,False
2434,signout,8,False
2435,extremely,8,False
2436,clones,10,False
2437,ff,8,False
2438,enhancement,8,False
2439,clearly,8,False
2440,cavitation,8,False
2441,mucous,10,False
2442,epidermal,19,False
2443,commonly,8,False
2444,technique,8,False
2445,degrees,8,False
2446,default,8,False
2447,unopened,8,False
2448,positively,8,False
2449,dull,8,False
2450,subsequent,10,False
2451,https,8,False
2452,inactive,16,False
2453,nabothian,15,False
2454,lmp,8,False
2455,adenomas,9,False
2456,sessile,8,False
2457,om,10,False
2458,choleliths,8,False
2459,lus,8,False
2460,adhered,8,False
2461,ranal,8,False
2462,calyces,8,False
2463,concerning,8,False
2464,thymus,13,False
2465,surfaced,8,False
2466,circumferentially,9,False
2467,ci,8,False
2468,counted,11,False
2469,derived,8,False
2470,labelec,8,False
2471,endocrine,9,False
2472,trastuzumab,8,False
2473,nccn,8,False
2474,imported,8,False
2475,legacy,8,False
2476,bulk,8,False
2477,vertical,13,False
2478,vortex,12,False
2479,ion,8,False
2480,lauren,9,False
2481,tumar,10,False
2482,whitish,8,False
2483,parenchyme,8,False
2484,rm,10,False
2485,occurrence,9,False
2486,event,8,False
2487,broad,9,False
2488,cerebrum,10,False
2489,loose,9,False
2490,requesting,11,False
2491,alt,8,False
2492,constitutes,8,False
2493,appendiceal,9,False
2494,coarse,9,False
2495,carcinosarcoma,9,False
2496,ulcer,8,False
2497,anthracosilicosis,8,False
2498,intrahepatic,16,False
2499,info,12,False
2500,encompasses,8,False
2501,marrow,14,False
2502,fourteen,20,False
2503,cytogenetics,17,False
2504,satisfactory,10,False
2505,fibrinous,11,False
2506,law,13,False
2507,proximity,9,False
2508,devoid,8,False
2509,ureteric,9,False
2510,acct,11,False
2511,parametria,13,False
2512,laterally,8,False
2513,tiasue,8,False
2514,hot,11,False
2515,triangular,8,False
2516,enucleation,14,False
2517,choroid,13,False
2518,sclera,10,False
2519,correlate,9,False
2520,valid,8,False
2521,im,9,False
2522,sclerotic,8,False
2523,basilar,14,False
2524,harvest,8,False
2525,fymph,8,False
2526,clipped,8,False
2527,ss,9,False
2528,cholestasis,9,False
2529,periduodenal,15,False
2530,materials,8,False
2531,far,11,False
2532,bcr,8,False
2533,cqcf,8,False
2534,cam,8,False
2535,cystadenocarcinoma,10,False
2536,rough,8,False
2537,nsclc,8,False
2538,fibromatosis,9,False
2539,trisomy,8,False
2540,disomy,8,False
2541,calf,8,False
2542,adipous,8,False
2543,lamella,8,False
2544,perivascular,9,False
2545,repeat,8,False
2546,amplicon,7,False
2547,bisulfite,9,False
2548,loops,9,False
2549,named,7,False
2550,identifier,7,False
2551,fibroadenomatoid,8,False
2552,nucleus,8,False
2553,updated,9,False
2554,aryepiglottic,8,False
2555,contained,7,False
2556,lo,9,False
2557,speckled,7,False
2558,excluded,7,False
2559,dictations,7,False
2560,interpretations,8,False
2561,edits,7,False
2562,remarks,7,False
2563,intraparenchymal,8,False
2564,granuloma,11,False
2565,resulting,11,False
2566,thus,10,False
2567,frequently,7,False
2568,heterogeneity,7,False
2569,vaguely,7,False
2570,bronchoscopic,9,False
2571,heavily,7,False
2572,adenosquamous,11,False
2573,exudate,7,False
2574,whether,8,False
2575,nbr,7,False
2576,rolled,7,False
2577,ge,8,False
2578,searched,7,False
2579,collect,9,False
2580,reaching,7,False
2581,sine,7,False
2582,macrometastases,8,False
2583,ptlc,7,False
2584,bisection,8,False
2585,aggressive,8,False
2586,behavior,7,False
2587,provide,13,False
2588,ectasia,9,False
2589,papilloma,15,False
2590,occipital,15,False
2591,questions,7,False
2592,wrapped,10,False
2593,subset,7,False
2594,ffpe,7,False
2595,tumoral,9,False
2596,pass,7,False
2597,paraesophageal,14,False
2598,breslow,8,False
2599,trunk,7,False
2600,cylindrical,7,False
2601,presacral,18,False
2602,cyclin,8,False
2603,risk,7,False
2604,quantitation,17,False
2605,silk,7,False
2606,accompanying,8,False
2607,slabs,8,False
2608,infectious,7,False
2609,nonneoplastic,9,False
2610,papiliary,10,False
2611,clotted,7,False
2612,organising,9,False
2613,host,7,False
2614,depicts,7,False
2615,increase,7,False
2616,trichrome,11,False
2617,bridging,8,False
2618,caliber,8,False
2619,class,11,False
2620,tested,9,False
2621,desmin,10,False
2622,lymphonodulitis,7,False
2623,reactiva,7,False
2624,still,8,False
2625,arterial,15,False
2626,inhibin,8,False
2627,disclaimer,16,False
2628,sdhb,7,False
2629,stone,7,False
2630,supracervical,7,False
2631,elsewhere,15,False
2632,disclosing,7,False
2633,operator,7,False
2634,fibromembranous,7,False
2635,cc,11,False
2636,processed,10,False
2637,comedo,18,False
2638,sinistrae,7,False
2639,dilatation,8,False
2640,lump,12,False
2641,congestion,11,False
2642,paper,7,False
2643,qc,7,False
2644,debris,7,False
2645,displaying,8,False
2646,germinal,7,False
2647,histiocytes,7,False
2648,rcc,7,False
2649,suprahilar,9,False
2650,labaled,10,False
2651,ara,7,False
2652,tissua,7,False
2653,lissue,7,False
2654,bin,9,False
2655,mesothelioma,12,False
2656,partim,7,False
2657,isthmic,9,False
2658,imprint,12,False
2659,estimate,11,False
2660,instructions,12,False
2661,indicate,10,False
2662,assurance,7,False
2663,ea,7,False
2664,always,7,False
2665,replaces,8,False
2666,assess,8,False
2667,fibroids,10,False
2668,choroidal,15,False
2669,latter,7,False
2670,gains,7,False
2671,concentration,7,False
2672,mo,7,False
2673,pylorus,7,False
2674,multicentric,14,False
2675,ms,7,False
2676,thoracic,9,False
2677,midpoint,7,False
2678,intraoperatively,7,False
2679,episode,8,False
2680,ts,8,False
2681,vagina,16,False
2682,hse,7,False
2683,admit,11,False
2684,ventral,12,False
2685,ema,7,False
2686,sheet,10,False
2687,tortuous,7,False
2688,goiter,7,False
2689,telephone,8,False
2690,lepidic,8,False
2691,centrilobular,10,False
2692,basis,7,False
2693,gynecology,7,False
2694,servic,7,False
2695,nck,7,False
2696,tracts,8,False
2697,viscous,7,False
2698,pancreaticoduodenectomy,12,False
2699,ligated,7,False
2700,luteum,9,False
2701,tah,7,False
2702,brief,11,False
2703,reflection,7,False
2704,se,7,False
2705,ulcerative,7,False
2706,apply,7,False
2707,canalicular,8,False
2708,defects,7,False
2709,cytogenetic,17,False
2710,pair,7,False
2711,rearrangement,7,False
2712,sk,8,False
2713,seminoma,14,False
2714,afp,7,False
2715,production,7,False
2716,clark,9,False
2717,fibrosa,7,False
2718,nonoriented,7,False
2719,transformation,8,False
2720,hyaline,11,False
2721,granulomata,7,False
2722,erythematous,7,False
2723,op,10,False
2724,washings,8,False
2725,attachment,7,False
2726,little,8,False
2727,lobulare,7,False
2728,periadrenal,7,False
2729,hobnail,7,False
2730,storage,10,False
2731,profiles,11,False
2732,ridge,13,False
2733,action,8,False
2734,insitu,8,False
2735,immunofluorescent,7,False
2736,probed,7,False
2737,calotte,7,False
2738,pupil,8,False
2739,oxyphilic,7,False
2740,abdomen,10,False
2741,flow,7,False
2742,acknowledged,11,False
2743,obliterated,8,False
2744,sublingual,8,False
2745,plug,7,False
2746,maintained,7,False
2747,res,7,False
2748,cg,7,False
2749,thymoma,11,False
2750,subcortical,7,False
2751,periureteral,11,False
2752,remote,10,False
2753,suboccipital,8,False
2754,del,7,False
2755,lca,7,False
2756,alk,7,False
2757,baseline,6,False
2758,pairs,6,False
2759,microsatellites,6,False
2760,repeats,6,False
2761,minisatellite,6,False
2762,uninformative,6,False
2763,ambiguous,6,False
2764,technical,9,False
2765,methylight,6,False
2766,analytic,6,False
2767,factors,13,False
2768,bottom,6,False
2769,fsf,6,False
2770,seventh,6,False
2771,multiloculated,6,False
2772,correct,8,False
2773,primers,6,False
2774,sequencing,10,False
2775,advanced,6,False
2776,treated,9,False
2777,stalk,6,False
2778,exterior,8,False
2779,landmarks,6,False
2780,approximate,11,False
2781,tracheobronchial,8,False
2782,hyalinized,16,False
2783,tat,6,False
2784,exception,7,False
2785,created,6,False
2786,therapies,6,False
2787,domain,7,False
2788,polymerase,6,False
2789,somatic,7,False
2790,dukes,6,False
2791,cis,6,False
2792,carina,6,False
2793,streaks,6,False
2794,formulated,6,False
2795,coloration,6,False
2796,antrum,11,False
2797,affected,7,False
2798,fascial,6,False
2799,finalized,6,False
2800,frequency,11,False
2801,account,12,False
2802,toward,6,False
2803,eccentric,7,False
2804,occasionally,6,False
2805,hour,6,False
2806,resemble,7,False
2807,worse,6,False
2808,references,13,False
2809,bsa,6,False
2810,sizes,7,False
2811,poor,7,False
2812,causes,6,False
2813,likelihood,6,False
2814,accurate,6,False
2815,even,12,False
2816,hyperchromasia,7,False
2817,exposure,10,False
2818,compression,6,False
2819,softened,6,False
2820,organizing,10,False
2821,planes,8,False
2822,expansion,6,False
2823,inguinal,11,False
2824,ix,6,False
2825,returned,6,False
2826,halves,6,False
2827,expressed,12,False
2828,rsv,7,False
2829,lsv,7,False
2830,rum,6,False
2831,lum,6,False
2832,luo,6,False
2833,histoscore,6,False
2834,indicators,7,False
2835,unilateral,13,False
2836,receive,11,False
2837,ymph,11,False
2838,immunocompromised,6,False
2839,requisitions,6,False
2840,revision,11,False
2841,excisions,6,False
2842,multicystic,6,False
2843,arise,7,False
2844,already,6,False
2845,stripped,7,False
2846,yet,7,False
2847,respiratory,10,False
2848,deposition,6,False
2849,brisk,8,False
2850,limit,7,False
2851,interval,7,False
2852,pgr,9,False
2853,ventana,8,False
2854,micrometastasis,8,False
2855,worrisome,6,False
2856,delphian,6,False
2857,hyoid,6,False
2858,patch,6,False
2859,conclusion,15,False
2860,acc,15,False
2861,worksheet,8,False
2862,gii,6,False
2863,laparotomy,6,False
2864,tc,12,False
2865,streaking,6,False
2866,list,11,False
2867,care,7,False
2868,find,7,False
2869,bland,11,False
2870,grossing,6,False
2871,joint,8,False
2872,uicc,6,False
2873,verumontanum,6,False
2874,quadrisected,7,False
2875,nonspecific,7,False
2876,stippling,6,False
2877,iuo,6,False
2878,rectosigmoid,19,False
2879,division,7,False
2880,lightly,6,False
2881,entrapped,6,False
2882,adh,6,False
2883,locus,6,False
2884,centromeric,6,False
2885,refer,12,False
2886,accompanied,6,False
2887,nodas,7,False
2888,sactions,7,False
2889,uvm,7,False
2890,thf,7,False
2891,immunoprofile,7,False
2892,perithyroidal,8,False
2893,adenomatoid,6,False
2894,consolidation,6,False
2895,differentially,6,False
2896,cricoid,12,False
2897,insert,6,False
2898,adherence,6,False
2899,program,10,False
2900,nonoverlapping,6,False
2901,nearly,7,False
2902,inferiorly,6,False
2903,tubal,12,False
2904,essential,6,False
2905,manually,6,False
2906,set,6,False
2907,localized,8,False
2908,lattest,6,False
2909,protected,6,False
2910,dissemination,7,False
2911,pmo,6,False
2912,pouch,6,False
2913,nontumorous,6,False
2914,worst,6,False
2915,tagged,6,False
2916,nras,6,False
2917,states,6,False
2918,varies,6,False
2919,directed,7,False
2920,penetrating,7,False
2921,whereas,9,False
2922,hydrosalpinx,9,False
2923,physiologic,11,False
2924,rx,8,False
2925,mobile,6,False
2926,vesical,7,False
2927,cold,17,False
2928,approximates,6,False
2929,scopic,6,False
2930,bony,6,False
2931,compared,6,False
2932,cheek,12,False
2933,consultants,6,False
2934,coned,6,False
2935,heterologous,8,False
2936,chalky,6,False
2937,bands,9,False
2938,vith,6,False
2939,conference,7,False
2940,peritracheal,7,False
2941,copath,6,False
2942,intramammary,7,False
2943,ulcerating,9,False
2944,cystitis,10,False
2945,amputated,6,False
2946,proven,6,False
2947,lymphonodi,6,False
2948,mucus,6,False
2949,nucleotide,7,False
2950,herringbone,6,False
2951,peritumoral,11,False
2952,heterogenous,6,False
2953,thyrold,8,False
2954,ref,7,False
2955,lingula,7,False
2956,reticulin,8,False
2957,vitreous,6,False
2958,peripherally,8,False
2959,bleeding,7,False
2960,thereto,6,False
2961,contrast,6,False
2962,tuberosity,7,False
2963,authored,6,False
2964,identifying,6,False
2965,cusa,6,False
2966,accessory,15,False
2967,ram,6,False
2968,connected,6,False
2969,borderline,15,False
2970,text,7,False
2971,disc,6,False
2972,supraumbilical,8,False
2973,apecimen,6,False
2974,pca,7,False
2975,clavicle,8,False
2976,seizure,6,False
2977,solld,8,False
2978,bm,6,False
2979,evaluable,6,False
2980,vivo,10,False
2981,utilized,6,False
2982,regulation,6,False
2983,written,6,False
2984,oblique,6,False
2985,immuno,7,False
2986,mesentary,8,False
2987,commissure,8,False
2988,elliptical,6,False
2989,particular,6,False
2990,thymic,7,False
2991,anatomical,7,False
2992,chemo,7,False
2993,th,11,False
2994,filling,6,False
2995,dorsum,8,False
2996,tea,6,False
2997,squamoid,7,False
2998,modestly,6,False
2999,zero,12,False
3000,oncocytoma,8,False
3001,omenta,6,False
3002,insular,6,False
3003,classic,9,False
3004,top,5,False
3005,rct,5,False
3006,nineteen,8,False
3007,pathologis,5,False
3008,von,6,False
3009,smoking,5,False
3010,reverse,5,False
3011,applied,9,False
3012,extrapulmonary,5,False
3013,aspiration,6,False
3014,peritubal,5,False
3015,neoplasms,10,False
3016,densely,5,False
3017,hpfs,6,False
3018,ro,6,False
3019,midgland,5,False
3020,endosalpingiosis,10,False
3021,hgpin,5,False
3022,hrs,5,False
3023,quantified,5,False
3024,emboli,10,False
3025,splenectomy,8,False
3026,vain,5,False
3027,elastic,10,False
3028,referred,7,False
3029,serpiginous,5,False
3030,periesophageal,7,False
3031,gastroesophageal,13,False
3032,prostatitis,8,False
3033,hormonal,6,False
3034,bph,5,False
3035,parent,5,False
3036,viewable,5,False
3037,arteries,5,False
3038,admission,7,False
3039,epiploica,5,False
3040,interspersed,5,False
3041,discrepancy,7,False
3042,comprehensive,5,False
3043,eic,5,False
3044,bizarre,5,False
3045,nonsentinel,9,False
3046,ischemic,7,False
3047,among,9,False
3048,inconclusive,5,False
3049,correlated,7,False
3050,adverse,5,False
3051,accordingly,6,False
3052,phosphorylated,5,False
3053,guiding,5,False
3054,limitations,11,False
3055,obligate,5,False
3056,extra,14,False
3057,mib,5,False
3058,lack,6,False
3059,mutated,5,False
3060,substantially,5,False
3061,sustentacular,6,False
3062,freely,5,False
3063,monotony,5,False
3064,spindling,5,False
3065,bifurcation,6,False
3066,brownish,5,False
3067,demarcation,5,False
3068,subsegmental,5,False
3069,bronchopulmonary,6,False
3070,fibrosing,6,False
3071,accumulation,6,False
3072,uncharacteristic,6,False
3073,photos,7,False
3074,urology,5,False
3075,z,9,False
3076,lp,5,False
3077,oc,5,False
3078,important,5,False
3079,exocervical,5,False
3080,thoracotomy,6,False
3081,responsible,5,False
3082,biorepository,6,False
3083,mural,5,False
3084,anciliary,5,False
3085,summarized,5,False
3086,view,6,False
3087,duration,6,False
3088,silicotic,5,False
3089,wich,5,False
3090,ar,7,False
3091,phy,5,False
3092,suppressor,5,False
3093,transcribed,10,False
3094,sparse,6,False
3095,gliofibrillary,5,False
3096,monotonous,5,False
3097,network,6,False
3098,reaches,5,False
3099,since,9,False
3100,intense,5,False
3101,dakocytomation,5,False
3102,paget,8,True
3103,mucicarmine,8,False
3104,diastase,5,False
3105,signs,7,False
3106,cream,5,False
3107,go,6,False
3108,unless,8,False
3109,fibroadenoma,13,False
3110,seventeen,11,False
3111,pear,7,False
3112,reach,5,False
3113,utilizes,5,False
3114,international,5,False
3115,union,5,False
3116,particularly,5,False
3117,unencapsulated,5,False
3118,perirectal,8,False
3119,rests,6,False
3120,virus,6,False
3121,infection,6,False
3122,lumens,5,False
3123,metal,5,False
3124,mamilla,5,False
3125,laesionibus,5,False
3126,rabbit,9,False
3127,carcinona,6,False
3128,neu,5,False
3129,lobules,9,False
3130,acis,5,False
3131,elston,5,False
3132,keratosis,8,False
3133,nonsquamous,5,False
3134,slit,5,False
3135,course,5,False
3136,centers,6,False
3137,characterize,5,False
3138,immunophenotypic,5,False
3139,scan,7,False
3140,calretinin,8,False
3141,antral,5,False
3142,disposition,7,False
3143,scabrous,5,False
3144,mesocolon,6,False
3145,neutrophils,5,False
3146,papillomatosis,7,False
3147,accordance,5,False
3148,handbook,5,False
3149,widespread,8,False
3150,adding,6,False
3151,instruction,5,False
3152,ultrasound,5,False
3153,objective,7,False
3154,recommendations,7,False
3155,task,6,False
3156,force,5,False
3157,knowledge,5,False
3158,displayed,5,False
3159,dividing,5,False
3160,disregarded,5,False
3161,adjunct,5,False
3162,direction,5,False
3163,transformed,5,False
3164,annular,5,False
3165,discharge,8,False
3166,ligation,7,False
3167,establish,5,False
3168,detachment,5,False
3169,retina,6,False
3170,looking,5,False
3171,uveal,8,False
3172,losses,5,False
3173,pericardial,5,False
3174,lineage,5,False
3175,designates,5,False
3176,meaty,5,False
3177,strips,5,False
3178,duplication,5,False
3179,fashion,5,False
3180,retroperitoneum,6,False
3181,watery,5,False
3182,safety,5,False
3183,septum,7,False
3184,chr,5,False
3185,sagittal,5,False
3186,rearrangements,5,False
3187,genes,5,False
3188,job,5,False
3189,systems,5,False
3190,distended,5,False
3191,waste,9,False
3192,content,6,False
3193,diathermy,5,False
3194,florid,5,False
3195,compact,5,False
3196,closure,5,False
3197,gemistocytes,5,False
3198,healing,9,False
3199,adhesed,5,False
3200,endometroid,5,False
3201,day,5,False
3202,initial,7,False
3203,cryovials,5,False
3204,consent,6,False
3205,extrahepatic,7,False
3206,presents,7,False
3207,search,5,False
3208,ward,6,False
3209,variably,7,False
3210,clearing,5,False
3211,come,5,False
3212,ventricle,8,False
3213,oligodendrocytes,5,False
3214,readily,5,False
3215,neurons,5,False
3216,lipsilateral,5,False
3217,reconstruction,5,False
3218,homogeneously,5,False
3219,reflect,5,False
3220,coated,5,False
3221,ramus,5,False
3222,foamy,5,False
3223,effacement,5,False
3224,immature,5,False
3225,allocate,5,False
3226,hcv,5,False
3227,tubulovillous,7,False
3228,detectable,5,False
3229,sarcomatous,5,False
3230,fecal,5,False
3231,held,5,False
3232,cin,7,False
3233,dyed,6,False
3234,formed,5,False
3235,macrovesicular,6,False
3236,vats,5,False
3237,vary,5,False
3238,approve,5,False
3239,morphologically,5,False
3240,biliary,8,False
3241,fossa,7,False
3242,teratoma,8,False
3243,embryonal,5,False
3244,centered,6,False
3245,herein,5,False
3246,mastopathia,5,False
3247,lymphonodo,5,False
3248,compliance,8,False
3249,intraluminal,7,False
3250,discernible,5,False
3251,cavities,5,False
3252,ganglion,5,False
3253,fraction,5,False
3254,gain,7,False
3255,acid,8,False
3256,pericolorectal,6,False
3257,folded,5,False
3258,excrescence,5,False
3259,intraabdominal,6,False
3260,protrudes,5,False
3261,dis,5,False
3262,pelvicalyceal,5,False
3263,parauterine,5,False
3264,horm,5,False
3265,compressed,5,False
3266,though,6,False
3267,comme,5,False
3268,nts,5,False
3269,lateralit,5,False
3270,adenomatous,9,False
3271,carbon,5,False
3272,à,8,False
3273,pick,5,False
3274,scope,5,False
3275,microcyst,5,False
3276,microorganisms,5,False
3277,lymphomatous,5,False
3278,physiological,10,False
3279,excluding,5,False
3280,histiocytic,5,False
3281,interaortocaval,7,False
3282,ectomy,5,False
3283,loosely,6,False
3284,colloidal,6,False
3285,modal,5,False
3286,rpm,5,False
3287,submittad,5,False
3288,suspected,8,False
3289,slicing,6,False
3290,amphophilic,5,False
3291,pharyngectomy,8,False
3292,tracheostomy,6,False
3293,arbitrarily,5,False
3294,cecal,7,False
3295,discloses,5,False
3296,hypertrophy,6,False
3297,aerodigestive,9,False
3298,tract,9,False
3299,iiia,5,False
3300,argues,5,False
3301,gives,5,False
3302,rise,5,False
3303,database,5,False
3304,grid,5,False
3305,urachus,5,False
3306,intermedius,5,False
3307,proliferations,5,False
3308,flank,7,False
3309,limbus,5,False
3310,umbilicus,5,False
3311,primer,5,False
3312,neither,6,False
3313,ptic,7,False
3314,anesthesia,5,False
3315,immediate,11,False
3316,nk,6,False
3317,branch,5,False
3318,permitted,5,False
3319,authorization,5,False
3320,ae,5,False
3321,transmural,6,False
3322,sacral,6,False
3323,falloplan,5,False
3324,debulking,6,False
3325,supported,7,False
3326,harbor,5,False
3327,liposarcoma,9,False
3328,pharynx,6,False
3329,infraglottic,5,False
3330,mullerian,10,False
3331,native,5,False
3332,spectrumorange,5,False
3333,tss,5,False
3334,tyroid,5,False
3335,tpm,5,False
3336,signatory,5,False
3337,verrucous,6,False
3338,corrected,13,False
3339,conspicuous,5,False
3340,recommendation,5,False
3341,draft,5,False
3342,gliotic,5,False
3343,nasal,6,False
3344,remanent,5,False
3345,vial,4,False
3346,eighth,4,False
3347,vysis,5,False
3348,spectrumgreen,4,False
3349,histochemical,5,False
3350,ns,7,False
3351,must,4,False
3352,mesovarium,4,False
3353,leading,4,False
3354,hyalinization,7,False
3355,bulge,4,False
3356,classify,4,False
3357,eft,5,False
3358,running,4,False
3359,prosector,5,False
3360,work,5,False
3361,extramural,5,False
3362,sixteen,11,False
3363,colectomy,7,False
3364,documentation,5,False
3365,analyzes,4,False
3366,today,4,False
3367,periintestinal,4,False
3368,coli,4,False
3369,confirmatory,4,False
3370,attests,4,False
3371,therein,4,False
3372,underneath,4,False
3373,invasions,4,False
3374,topography,4,False
3375,pictures,5,False
3376,presenting,4,False
3377,cubic,4,False
3378,agree,4,False
3379,crepitant,4,False
3380,ulcerous,5,False
3381,peripyloric,4,False
3382,robot,4,False
3383,requiring,4,False
3384,permits,4,False
3385,subclasses,4,False
3386,delineate,4,False
3387,neurogenesis,4,False
3388,nurse,5,False
3389,correspondingly,4,False
3390,upregulated,4,False
3391,macrophage,4,False
3392,repor,7,False
3393,angulated,4,False
3394,sporadically,4,False
3395,profound,6,False
3396,asbestos,4,False
3397,hilus,4,False
3398,cytological,4,False
3399,retention,5,False
3400,especially,4,False
3401,ed,9,False
3402,takes,4,False
3403,bn,4,False
3404,siteblocks,4,False
3405,le,4,False
3406,biomarkers,5,False
3407,mandated,4,False
3408,retrieval,5,False
3409,ureterectomy,4,False
3410,preaortic,7,False
3411,stumps,4,False
3412,overnight,4,False
3413,bl,4,False
3414,changed,5,False
3415,insufficient,9,False
3416,whose,5,False
3417,cystadenofibroma,4,False
3418,lymphadenectomies,4,False
3419,apmi,4,False
3420,apdx,4,False
3421,identify,4,False
3422,stides,4,False
3423,phone,6,False
3424,variability,4,False
3425,documents,4,False
3426,falls,4,False
3427,retrieved,4,False
3428,gauze,4,False
3429,spmi,4,False
3430,oligo,4,False
3431,attractive,4,False
3432,overexpressed,4,False
3433,oncogenic,4,False
3434,constitutively,4,False
3435,models,4,False
3436,defining,4,False
3437,prognostically,4,False
3438,subgroups,4,False
3439,sensitize,4,False
3440,cdna,8,False
3441,templates,4,False
3442,oncology,11,False
3443,minority,4,False
3444,mets,5,False
3445,unstained,6,False
3446,centigrade,5,False
3447,phd,5,False
3448,glottis,5,False
3449,hand,5,False
3450,branching,4,False
3451,actin,5,False
3452,tunicae,4,False
3453,suggested,5,False
3454,coarsely,6,False
3455,effective,5,False
3456,orifices,4,False
3457,bronchiectasis,5,False
3458,appreciable,4,False
3459,rete,6,False
3460,healed,4,False
3461,dd,4,False
3462,vasorum,4,False
3463,pathway,5,False
3464,mesocolonic,4,False
3465,consista,4,False
3466,continuity,5,False
3467,matched,5,False
3468,gastroepiploic,6,False
3469,cancerization,6,False
3470,scars,7,False
3471,becomes,4,False
3472,act,5,False
3473,salpingitis,8,False
3474,exo,4,False
3475,endo,5,False
3476,invasión,4,False
3477,washing,10,False
3478,definitely,4,False
3479,symmetrical,4,False
3480,dendritic,4,False
3481,fro,4,False
3482,atteched,4,False
3483,differentiatum,4,False
3484,cito,4,False
3485,weigh,4,False
3486,hold,5,False
3487,contralateral,8,False
3488,gliosarcoma,4,False
3489,helicobacter,4,False
3490,eosinophils,5,False
3491,lamina,6,False
3492,artefact,4,False
3493,olympus,4,False
3494,mouse,6,False
3495,hormone,8,False
3496,jm,4,False
3497,consideration,5,False
3498,recently,5,False
3499,jointly,4,False
3500,ratios,4,False
3501,programs,4,False
3502,proficiency,4,False
3503,carlson,4,False
3504,rw,4,False
3505,burstein,4,False
3506,hj,4,False
3507,natl,4,False
3508,compr,4,False
3509,canc,4,False
3510,netw,4,False
3511,eh,4,False
3512,steroid,4,False
3513,selection,4,False
3514,person,4,False
3515,conduit,7,False
3516,oct,4,False
3517,irregularity,4,False
3518,exudative,4,False
3519,degenerative,6,False
3520,approx,4,False
3521,meantime,4,False
3522,monosomy,4,False
3523,scalene,4,False
3524,supraclavicular,4,False
3525,interpreting,4,False
3526,series,4,False
3527,masaoka,4,False
3528,mucosae,4,False
3529,lc,4,False
3530,privileged,6,False
3531,presumes,4,False
3532,obstructed,4,False
3533,flecks,4,False
